code,name,sector,close,day_change,turnover,avg_range,vol_ratio,week_high,week_low,high52w,rank,type,sector_score,warning_flags,warning_label,sector_short_ratio,sector_short_status,sector_short_label,composite
5803,フジクラ,非鉄金属,5580,7.62,6615.4,7.5,2.4,5730,4268,7933,厳選,順張り,6.18,[],,0.4121656460420849,中立,📊業種空売り中立(41.2%),12.8
7826,フルヤ金属,その他製品,8560,8.08,100.0,6.0,2.4,8920,6530,11010,厳選,順張り,7.18,[],,0.37887013631736133,空売り低位,📈業種空売り低位(37.9%),12.8
5805,ＳＷＣＣ,非鉄金属,13660,5.4,152.3,5.7,2.3,14040,11300,19570,厳選,順張り,3.97,[],,0.4121656460420849,中立,📊業種空売り中立(41.2%),12.6
5331,ノリタケ,ガラス・土石製品,3860,8.43,40.9,4.2,3.2,4185,3460,4635,厳選,順張り,6.87,[],,0.44137616319724243,中立,📊業種空売り中立(44.1%),11.445
6235,オプトラン,機械,3215,1.58,46.4,6.2,3.6,3355,2998,4745,厳選,順張り,1.9,[],,0.43183050219463026,中立,📊業種空売り中立(43.2%),11.42
5975,東プレ,金属製品,3225,7.5,19.3,2.7,5.4,3430,2689,3430,補欠,順張り,6.97,[],,0.48000905078350137,中立,📊業種空売り中立(48.0%),13.965
4519,中外製薬,医薬品,7112,3.72,203.4,2.5,1.0,7112,6575,8215,補欠,順張り,2.79,[],,0.37061328066857296,空売り低位,📈業種空売り低位(37.1%),9.79
2931,ユーグレナ,食料品,368,8.24,9.1,2.5,3.1,373,332,404,補欠,順張り,9.09,[],,0.45206932809957834,中立,📊業種空売り中立(45.2%),9.655
4063,信越化学工業,化学,6286,2.78,419.1,3.7,0.8,6327,5850,7930,補欠,順張り,2.21,[],,0.4365338506515933,中立,📊業種空売り中立(43.7%),8.81
5262,日本ヒューム,ガラス・土石製品,1116,4.99,5.6,2.5,2.4,1120,1036,1212,補欠,順張り,3.43,[],,0.44137616319724243,中立,📊業種空売り中立(44.1%),8.08
